2, 11591
2, 7184
2, 2313
2, 3909
2, 7981
2, 5218
2, 3900
2, 2637
2, 5456
2, 1524
2, 2260
2, 2343
2, 1402
2, 2406
2, 4105
2, 5015
2, 2476
2, 2525
2, 1814
2, 5023
2, 14311
2, 5330
2, 3146
2, 2224
2, 3363
2, 1440
2, 1711
2, 2498
2, 4388
2, 2070
2, 1827
2, 8204
2, 2923
2, 1527
2, 3145
2, 1811
2, 1864
2, 2504
2, 56252
2, 2530
2, 3751
2, 2688
2, 3248
2, 2399
2, 1578
2, 6386
2, 1774
2, 2327
2, 2045
2, 3597
3, 7655
3, 10381
3, 15329
3, 7020
3, 8476
3, 14791
3, 7113
3, 9330
3, 8843
3, 8039
3, 7466
3, 7543
3, 6991
3, 6792
3, 7815
3, 8266
3, 6174
3, 7254
3, 8612
3, 8809
3, 6539
3, 6388
3, 6169
3, 5802
3, 7378
3, 5088
3, 5973
3, 7209
3, 7855
3, 6656
3, 7069
3, 20463
3, 8791
3, 6595
3, 7603
3, 10257
3, 7073
3, 12308
3, 6680
3, 5102
3, 7320
3, 8804
3, 7136
3, 5829
3, 10303
3, 7197
3, 5340
3, 5333
3, 13530
3, 6966
4, 32004
4, 19051
4, 18397
4, 22105
4, 16417
4, 17874
4, 21043
4, 15833
4, 16033
4, 17144
4, 19889
4, 16368
4, 18590
4, 18107
4, 17320
4, 16820
4, 13878
4, 19752
4, 23175
4, 19423
4, 16224
4, 15299
4, 17614
4, 16563
4, 16724
4, 12039
4, 19741
4, 16433
4, 17425
4, 13665
4, 14946
4, 22287
4, 21254
4, 17497
4, 42732
4, 17321
4, 17497
4, 28886
4, 33458
4, 19595
4, 21723
4, 20031
4, 18049
4, 16450
4, 17831
4, 19679
4, 16780
4, 19064
4, 23716
4, 24208
5, 49107
5, 130786
5, 312183
5, 64438
5, 113176
5, 86408
5, 176897
5, 74896
5, 315102
5, 53166
5, 34045
5, 73620
5, 39575
5, 52785
5, 51793
5, 30764
5, 52358
5, 50144
5, 49612
5, 31414
5, 43119
5, 64277
5, 46586
5, 33474
5, 143920
5, 101244
5, 39888
5, 45093
5, 33679
5, 120440
5, 61269
5, 59292
5, 48494
5, 28901
5, 115534
5, 44666
5, 158171
5, 59773
5, 33188
5, 45012
5, 38325
5, 26601
5, 79150
5, 65644
5, 28645
5, 47631
5, 56687
5, 87316
5, 60707
5, 121660
6, 181177
6, 257071
6, 248845
6, 111032
6, 215997
6, 227656
6, 137562
6, 154213
6, 447962
6, 66833
6, 134800
6, 469194
6, 222341
6, 164454
6, 188299
6, 93615
6, 148443
6, 81866
6, 219921
6, 162780
6, 168083
6, 290646
6, 442008
6, 155926
6, 153918
6, 398137
6, 99003
6, 136259
6, 94482
6, 144345
6, 244252
6, 164471
6, 137488
6, 216804
6, 115643
6, 161262
6, 152683
6, 160780
6, 1012901
6, 38172
6, 128569
6, 1158146
6, 76164
6, 36520
6, 131789
6, 159884
6, 121532
6, 122678
6, 260423
6, 205132
2, 6532
2, 6766
2, 2916
2, 33257
2, 7297
2, 2004
2, 3925
2, 5095
2, 13507
2, 4332
2, 3623
2, 3869
2, 6368
2, 3114
2, 3096
2, 3098
2, 2995
2, 1899
2, 5380
2, 1883
2, 3306
2, 6634
2, 2580
2, 3830
2, 3661
2, 6278
2, 4440
2, 5076
2, 2925
2, 3067
2, 28277
2, 2829
2, 2878
2, 6054
2, 2413
2, 4836
2, 2693
2, 8535
2, 2464
2, 7389
2, 2621
2, 4022
2, 3486
2, 28487
2, 3336
2, 8699
2, 2135
2, 3168
2, 13092
2, 2368
2, 2778
3, 9711
3, 32561
3, 6106
3, 7629
3, 9186
3, 7651
3, 8929
3, 14517
3, 9111
3, 8332
3, 6477
3, 38397
3, 16609
3, 10183
3, 19023
3, 7235
3, 12833
3, 16676
3, 9419
3, 8073
3, 6623
3, 9702
3, 6663
3, 5849
3, 17808
3, 8193
3, 10763
3, 7588
3, 5384
3, 8698
3, 11725
3, 17266
3, 8764
3, 7117
3, 8583
3, 15984
3, 28023
3, 6939
3, 6436
3, 6643
3, 12056
3, 8824
3, 34475
3, 9093
3, 7294
3, 17612
3, 14702
3, 6699
3, 8240
3, 6848
4, 18866
4, 15326
4, 44590
4, 39991
4, 19019
4, 24299
4, 30917
4, 29855
4, 27349
4, 25550
4, 25484
4, 27249
4, 25645
4, 26322
4, 22961
4, 23945
4, 22721
4, 39654
4, 30189
4, 58135
4, 24091
4, 22123
4, 28778
4, 26923
4, 20058
4, 19355
4, 20421
4, 20949
4, 25457
4, 41789
4, 29312
4, 21066
4, 22935
4, 21345
4, 22404
4, 23575
4, 23160
4, 25693
4, 15601
4, 28204
4, 27054
4, 24751
4, 22970
4, 35099
4, 20910
4, 28692
4, 18942
4, 28346
4, 12882
4, 36328
5, 91631
5, 56149
5, 93590
5, 313225
5, 84178
5, 89211
5, 93400
5, 93628
5, 237230
5, 87747
5, 93234
5, 124583
5, 76975
5, 129167
5, 105418
5, 429389
5, 79699
5, 107536
5, 144889
5, 147552
5, 109956
5, 95968
5, 91399
5, 81790
5, 100436
5, 128683
5, 55501
5, 86796
5, 142441
5, 81891
5, 93740
5, 113603
5, 83579
5, 62395
5, 56574
